name,latitude,longitude,city,us_state,rating,rating_category,rating_scaled,Monday_00,Monday_01,Monday_02,Monday_03,Monday_04,Monday_05,Monday_06,Monday_07,Monday_08,Monday_09,Monday_10,Monday_11,Monday_12,Monday_13,Monday_14,Monday_15,Monday_16,Monday_17,Monday_18,Monday_19,Monday_20,Monday_21,Monday_22,Monday_23,Tuesday_00,Tuesday_01,Tuesday_02,Tuesday_03,Tuesday_04,Tuesday_05,Tuesday_06,Tuesday_07,Tuesday_08,Tuesday_09,Tuesday_10,Tuesday_11,Tuesday_12,Tuesday_13,Tuesday_14,Tuesday_15,Tuesday_16,Tuesday_17,Tuesday_18,Tuesday_19,Tuesday_20,Tuesday_21,Tuesday_22,Tuesday_23,Wednesday_00,Wednesday_01,Wednesday_02,Wednesday_03,Wednesday_04,Wednesday_05,Wednesday_06,Wednesday_07,Wednesday_08,Wednesday_09,Wednesday_10,Wednesday_11,Wednesday_12,Wednesday_13,Wednesday_14,Wednesday_15,Wednesday_16,Wednesday_17,Wednesday_18,Wednesday_19,Wednesday_20,Wednesday_21,Wednesday_22,Wednesday_23,Thursday_00,Thursday_01,Thursday_02,Thursday_03,Thursday_04,Thursday_05,Thursday_06,Thursday_07,Thursday_08,Thursday_09,Thursday_10,Thursday_11,Thursday_12,Thursday_13,Thursday_14,Thursday_15,Thursday_16,Thursday_17,Thursday_18,Thursday_19,Thursday_20,Thursday_21,Thursday_22,Thursday_23,Friday_00,Friday_01,Friday_02,Friday_03,Friday_04,Friday_05,Friday_06,Friday_07,Friday_08,Friday_09,Friday_10,Friday_11,Friday_12,Friday_13,Friday_14,Friday_15,Friday_16,Friday_17,Friday_18,Friday_19,Friday_20,Friday_21,Friday_22,Friday_23,Saturday_00,Saturday_01,Saturday_02,Saturday_03,Saturday_04,Saturday_05,Saturday_06,Saturday_07,Saturday_08,Saturday_09,Saturday_10,Saturday_11,Saturday_12,Saturday_13,Saturday_14,Saturday_15,Saturday_16,Saturday_17,Saturday_18,Saturday_19,Saturday_20,Saturday_21,Saturday_22,Saturday_23,Sunday_00,Sunday_01,Sunday_02,Sunday_03,Sunday_04,Sunday_05,Sunday_06,Sunday_07,Sunday_08,Sunday_09,Sunday_10,Sunday_11,Sunday_12,Sunday_13,Sunday_14,Sunday_15,Sunday_16,Sunday_17,Sunday_18,Sunday_19,Sunday_20,Sunday_21,Sunday_22,Sunday_23,parsed_hours,popular_hours,parsed_features,popular_features,calculated_working_hours,weekday_hours,weekend_hours,is_weekend_open,Monday_00_category,Monday_01_category,Monday_02_category,Monday_03_category,Monday_04_category,Monday_05_category,Monday_06_category,Monday_07_category,Monday_08_category,Monday_09_category,Monday_10_category,Monday_11_category,Monday_12_category,Monday_13_category,Monday_14_category,Monday_15_category,Monday_16_category,Monday_17_category,Monday_18_category,Monday_19_category,Monday_20_category,Monday_21_category,Monday_22_category,Monday_23_category,Tuesday_00_category,Tuesday_01_category,Tuesday_02_category,Tuesday_03_category,Tuesday_04_category,Tuesday_05_category,Tuesday_06_category,Tuesday_07_category,Tuesday_08_category,Tuesday_09_category,Tuesday_10_category,Tuesday_11_category,Tuesday_12_category,Tuesday_13_category,Tuesday_14_category,Tuesday_15_category,Tuesday_16_category,Tuesday_17_category,Tuesday_18_category,Tuesday_19_category,Tuesday_20_category,Tuesday_21_category,Tuesday_22_category,Tuesday_23_category,Wednesday_00_category,Wednesday_01_category,Wednesday_02_category,Wednesday_03_category,Wednesday_04_category,Wednesday_05_category,Wednesday_06_category,Wednesday_07_category,Wednesday_08_category,Wednesday_09_category,Wednesday_10_category,Wednesday_11_category,Wednesday_12_category,Wednesday_13_category,Wednesday_14_category,Wednesday_15_category,Wednesday_16_category,Wednesday_17_category,Wednesday_18_category,Wednesday_19_category,Wednesday_20_category,Wednesday_21_category,Wednesday_22_category,Wednesday_23_category,Thursday_00_category,Thursday_01_category,Thursday_02_category,Thursday_03_category,Thursday_04_category,Thursday_05_category,Thursday_06_category,Thursday_07_category,Thursday_08_category,Thursday_09_category,Thursday_10_category,Thursday_11_category,Thursday_12_category,Thursday_13_category,Thursday_14_category,Thursday_15_category,Thursday_16_category,Thursday_17_category,Thursday_18_category,Thursday_19_category,Thursday_20_category,Thursday_21_category,Thursday_22_category,Thursday_23_category,Friday_00_category,Friday_01_category,Friday_02_category,Friday_03_category,Friday_04_category,Friday_05_category,Friday_06_category,Friday_07_category,Friday_08_category,Friday_09_category,Friday_10_category,Friday_11_category,Friday_12_category,Friday_13_category,Friday_14_category,Friday_15_category,Friday_16_category,Friday_17_category,Friday_18_category,Friday_19_category,Friday_20_category,Friday_21_category,Friday_22_category,Friday_23_category,Saturday_00_category,Saturday_01_category,Saturday_02_category,Saturday_03_category,Saturday_04_category,Saturday_05_category,Saturday_06_category,Saturday_07_category,Saturday_08_category,Saturday_09_category,Saturday_10_category,Saturday_11_category,Saturday_12_category,Saturday_13_category,Saturday_14_category,Saturday_15_category,Saturday_16_category,Saturday_17_category,Saturday_18_category,Saturday_19_category,Saturday_20_category,Saturday_21_category,Saturday_22_category,Saturday_23_category,Sunday_00_category,Sunday_01_category,Sunday_02_category,Sunday_03_category,Sunday_04_category,Sunday_05_category,Sunday_06_category,Sunday_07_category,Sunday_08_category,Sunday_09_category,Sunday_10_category,Sunday_11_category,Sunday_12_category,Sunday_13_category,Sunday_14_category,Sunday_15_category,Sunday_16_category,Sunday_17_category,Sunday_18_category,Sunday_19_category,Sunday_20_category,Sunday_21_category,Sunday_22_category,Sunday_23_category,predicted_popularity,nearest_neighbors,predicted_rating_category
Dreibelbis Station Covered Bridge,40.554734,-75.879726,Lenhartsville,Pennsylvania,4.6,High,4.6,9,13,31,13,4,0,0,4,13,36,27,36,27,27,18,13,13,31,22,18,9,4,18,27,45,18,18,9,18,22,40,36,22,27,18,27,45,27,31,45,59,45,45,68,63,40,18,22,27,22,18,27,0,0,0,4,18,18,31,36,27,36,36,31,40,45,50,31,22,27,36,50,22,13,9,4,4,4,9,22,9,4,0,0,0,0,0,4,22,31,45,54,54,40,27,9,4,0,4,9,4,18,36,50,36,22,22,27,18,18,9,9,13,40,50,59,50,40,27,22,18,18,4,0,4,13,31,45,40,36,13,13,27,72,100,100,63,31,18,18,9,9,22,9,9,0,0,0,13,22,54,54,36,45,45,54,68,72,68,63,59,59,77,45,31,13,18,13,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(0, 24), (0, 24), (0, 24), (0, 24), (0, 24), (0, 24), (0, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 24, 0, 24, 0, 24, 0, 24, 0, 24, 0, 24, 0, 24]",:24:24:24:24:24:24:24,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,medium,medium,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,high,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,medium,medium,medium,medium,high,medium,medium,medium,medium,high,medium,low,low,low,low,,"Crystal Cave:257.57km, Pinnacle Trail Head, At Access:350.21km, Pulpit Rock:366.00km, The Pinnacle:404.70km, Reading Railroad Heritage Museum:494.06km",High
The Pinnacle,40.613474,-75.911566,Kempton,Pennsylvania,4.9,High,4.9,4,14,33,28,9,0,0,0,4,14,4,0,0,4,9,14,4,4,9,19,14,19,38,76,100,80,61,23,19,14,9,28,28,47,23,19,4,0,0,0,4,9,4,0,0,0,0,9,23,47,38,47,52,76,42,33,28,52,71,52,52,80,90,66,66,33,28,28,19,19,19,38,23,14,4,28,4,19,19,33,52,66,71,61,52,33,28,19,28,47,71,42,33,28,71,61,66,23,9,0,19,14,14,9,14,28,14,19,28,33,14,4,4,4,0,0,0,0,0,0,0,4,9,14,0,4,4,4,19,14,4,0,4,9,23,23,38,38,19,4,4,14,38,23,9,0,0,0,33,23,28,47,23,9,4,9,23,9,4,9,14,28,19,19,4,0,0,0,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(0, 24), (0, 24), (0, 24), (0, 24), (0, 18), (1, 24), (0, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 24, 0, 24, 0, 24, 0, 24, 0, 18, 1, 24, 0, 21]",:24:24:24:24:0-18:1-24:0-21,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,high,high,medium,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,medium,medium,high,medium,low,low,medium,high,medium,medium,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,medium,low,low,low,low,medium,high,medium,low,low,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Pulpit Rock:143.29km, Pinnacle Trail Head, At Access:241.86km, Wk&S Railroad:302.95km, Hawk Mountain Amphitheater:386.23km, Hawk Mountain Sanctuary:386.75km",High
William Penn Memorial Fire Tower,40.347419,-75.902218,Reading,Pennsylvania,4.6,High,4.6,18,13,18,9,59,72,40,40,27,54,59,72,77,72,95,100,68,63,31,45,50,68,27,27,27,59,45,63,63,27,9,0,9,18,59,59,72,36,40,18,9,0,9,31,63,68,50,45,31,50,77,77,27,50,40,31,31,50,40,50,59,63,45,45,31,31,45,36,50,90,81,36,9,4,9,27,22,31,59,36,36,13,13,22,9,13,22,45,31,45,31,50,86,90,45,22,18,40,27,27,18,4,13,9,9,22,13,18,31,13,4,0,4,9,22,22,31,54,27,22,40,81,100,50,0,9,18,40,40,36,31,31,13,4,4,13,36,40,68,63,59,81,63,36,9,0,0,0,9,4,0,0,0,0,0,0,0,0,0,4,9,4,4,9,18,13,9,9,[],"[(0, 24), (0, 24), (0, 24), (0, 24), (0, 24), (0, 24), (0, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 24, 0, 24, 0, 24, 0, 24, 0, 24, 0, 24, 0, 24]",:24:24:24:24:24:24:24,5,1,TRUE,low,low,low,low,medium,high,low,low,low,medium,medium,high,high,high,high,high,medium,medium,low,medium,medium,medium,low,low,low,medium,medium,medium,medium,low,low,low,low,low,medium,medium,high,low,low,low,low,low,low,low,medium,medium,medium,medium,low,medium,high,high,low,medium,low,low,low,medium,low,medium,medium,medium,medium,medium,low,low,medium,low,medium,high,high,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,medium,low,medium,low,medium,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,high,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Mount Penn Gravity Railroad:2.29km, The Peace Rock:38.17km, The Rock:216.28km, Nicholas Stoltzfus Homestead:283.65km, Kelly'S Lock Overlook:305.77km",High
Wk&S Railroad,40.630408,-75.853024,Kempton,Pennsylvania,4.8,High,4.8,0,9,18,9,63,27,18,27,9,9,0,9,27,72,90,100,72,54,18,9,0,0,9,0,0,18,45,63,36,27,36,18,18,36,45,90,54,36,27,54,27,18,18,45,18,9,0,9,18,9,9,36,0,0,9,0,9,9,18,54,45,81,54,27,18,45,27,9,9,18,18,18,18,27,9,0,0,0,0,0,0,0,0,0,18,45,54,45,63,36,27,9,9,27,9,0,0,0,0,0,0,0,18,36,81,36,36,36,27,36,18,18,0,0,0,0,0,0,0,9,27,36,9,0,0,0,18,36,72,54,54,54,27,27,54,54,81,36,18,0,9,27,36,18,9,0,0,0,9,9,18,45,63,36,27,45,36,36,18,36,36,45,90,54,27,0,0,0,[],"[(1, 23), (1, 24), (0, 24), (0, 23), (6, 24), (0, 24), (0, 21)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 23, 1, 24, 0, 24, 0, 23, 6, 24, 0, 24, 0, 21]",:1-23:1-24:24:0-23:6-24:24:0-21,5,1,TRUE,low,low,low,low,medium,low,low,low,low,low,low,low,low,high,high,high,high,medium,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,medium,high,medium,low,low,medium,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,medium,medium,medium,low,low,medium,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,medium,low,low,low,low,low,medium,high,medium,low,low,low,low,,"The Pinnacle:302.95km, Pulpit Rock:435.33km, Dreibelbis Station Covered Bridge:499.13km, Pinnacle Trail Head, At Access:523.85km, Hawk Mountain Amphitheater:647.28km",High
The Rock,40.316178,-75.919642,Reading,Pennsylvania,3.7,Medium,3.7,27,27,9,0,45,54,90,45,18,18,18,9,0,0,27,36,45,18,9,0,0,9,36,63,45,36,45,72,0,9,18,9,0,9,27,9,0,0,0,0,0,18,36,81,63,90,72,72,63,90,45,18,0,0,0,0,0,0,0,0,9,0,9,27,27,45,36,18,9,36,27,9,0,0,0,0,18,54,54,81,36,18,9,18,18,18,18,36,27,36,18,9,0,0,9,18,9,9,18,18,0,0,0,9,0,0,0,0,9,9,18,27,36,72,45,45,9,0,9,0,0,0,9,0,100,90,63,27,18,9,0,9,9,18,9,9,27,81,90,81,45,45,18,9,9,0,27,63,18,18,9,9,27,18,18,36,36,45,72,36,18,0,9,18,9,9,18,18,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(0, 24), (0, 24), (0, 24), (4, 24), (0, 23), (2, 24), (0, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 24, 0, 24, 0, 24, 4, 24, 0, 23, 2, 24, 0, 24]",:24:24:24:4-24:0-23:2-24:24,5,1,TRUE,low,low,low,low,medium,medium,high,medium,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,medium,medium,low,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,medium,high,high,high,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,medium,medium,low,low,low,low,low,low,low,low,high,high,medium,low,low,low,low,low,low,low,low,low,low,high,high,high,medium,medium,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,medium,high,low,low,low,low,low,low,low,low,low,,"The Peace Rock:178.33km, Mount Penn Gravity Railroad:214.04km, William Penn Memorial Fire Tower:216.28km, Nicholas Stoltzfus Homestead:304.93km, Gring'S Mill Recreation Area:376.02km",Medium
Nicholas Stoltzfus Homestead,40.352698,-75.960226,Wyomissing,Pennsylvania,4.9,High,4.9,14,4,0,4,19,9,4,4,14,28,38,42,38,23,23,33,19,19,19,33,42,66,38,33,9,9,9,28,0,0,0,0,9,23,52,47,33,14,23,28,23,38,52,42,23,28,19,14,0,0,0,0,28,19,19,9,14,28,42,42,38,38,61,42,52,38,19,4,4,14,28,28,42,23,19,14,0,4,14,4,9,14,42,57,66,42,33,14,28,47,90,52,47,38,38,42,14,4,0,0,0,0,0,4,19,38,38,28,19,19,9,4,9,14,28,28,14,4,0,0,0,0,4,0,33,33,38,23,28,28,42,47,28,19,33,28,42,33,42,28,33,19,33,19,9,0,4,23,0,0,9,33,52,42,19,4,4,9,9,23,38,71,100,85,76,42,38,14,[],"[(0, 24), (0, 24), (4, 24), (0, 24), (0, 22), (2, 24), (0, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 24, 0, 24, 4, 24, 0, 24, 0, 22, 2, 24, 0, 24]",:24:24:4-24:24:0-22:2-24:24,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,medium,medium,medium,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,medium,high,medium,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,medium,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,high,high,high,high,medium,low,low,,"Gring'S Mill Recreation Area:71.16km, Kelly'S Lock Overlook:136.56km, Der Distelfink Statue:146.26km, The Peace Rock:271.77km, Mount Penn Gravity Railroad:283.49km",High
Mount Penn Gravity Railroad,40.347067,-75.902309,Mt penn,Pennsylvania,4.6,High,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,18,18,18,18,27,45,63,63,54,36,18,18,54,100,81,36,0,0,0,0,0,18,9,9,9,18,36,45,27,9,9,18,27,36,45,45,36,27,18,0,9,0,9,18,0,9,9,0,18,18,27,36,45,54,54,54,45,36,27,36,54,54,36,9,0,0,0,0,0,0,9,0,0,9,18,36,45,45,36,18,18,18,27,45,45,45,27,18,0,0,0,0,9,9,0,9,0,18,36,54,63,72,72,63,54,36,36,27,27,27,18,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],"[(None, None), (4, 23), (4, 24), (1, 23), (5, 23), (3, 22), (0, 3)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 4, 23, 4, 24, 1, 23, 5, 23, 3, 22, 0, 3]",::4-23:4-24:1-23:5-23:3-22:0-3,4,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,low,low,low,medium,high,high,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"William Penn Memorial Fire Tower:2.29km, The Peace Rock:36.00km, The Rock:214.04km, Nicholas Stoltzfus Homestead:283.49km, Kelly'S Lock Overlook:306.64km",High
Kernsville Dam Recreational Area,40.563291,-75.993636,Hamburg,Pennsylvania,4.2,Medium,4.2,18,9,0,0,0,9,27,63,36,36,9,9,27,18,18,36,18,18,18,36,18,9,0,0,0,9,0,0,36,36,27,36,27,45,45,72,81,63,45,63,63,27,9,0,0,0,27,36,54,36,54,45,18,9,0,9,9,27,54,54,27,9,0,0,9,18,36,36,54,100,54,45,9,0,0,18,0,9,18,45,36,18,0,9,18,45,54,90,81,45,54,18,9,0,0,0,0,9,27,9,9,36,45,45,90,63,81,27,18,27,18,27,36,18,18,18,9,9,18,36,18,9,0,0,9,18,36,81,63,72,27,18,18,45,27,36,63,72,36,9,9,18,18,18,9,0,9,27,0,0,9,27,36,36,36,36,63,72,72,36,45,72,63,36,27,54,45,54,[],"[(0, 22), (1, 24), (0, 24), (0, 21), (1, 24), (0, 24), (0, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 22, 1, 24, 0, 24, 0, 21, 1, 24, 0, 24, 0, 24]",:0-22:1-24:24:0-21:1-24:24:24,5,1,TRUE,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,high,medium,medium,medium,medium,low,low,low,low,low,low,low,medium,low,medium,medium,low,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,medium,high,medium,medium,low,low,low,low,low,low,low,medium,low,low,low,low,low,medium,medium,high,high,medium,medium,low,low,low,low,low,low,low,low,low,low,low,medium,medium,high,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,high,medium,high,low,low,low,medium,low,low,medium,high,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,low,medium,high,medium,low,low,medium,medium,medium,,"Reading Railroad Heritage Museum:119.88km, Pinnacle Trail Head, At Access:281.57km, Pulpit Rock:369.11km, Hawk Mountain Amphitheater:450.27km, Hawk Mountain Sanctuary:450.40km",Medium
The Peace Rock,40.342162,-75.905989,Reading,Pennsylvania,4.4,Medium,4.4,27,36,36,27,0,0,0,18,36,54,36,54,18,18,27,72,72,45,36,27,45,45,18,9,0,0,0,0,9,9,0,0,9,0,18,45,45,18,18,27,27,45,27,9,0,9,0,9,27,63,36,27,9,0,0,0,9,18,45,36,27,27,63,45,18,0,9,18,36,27,18,9,27,36,45,18,27,18,27,54,27,9,0,0,0,9,9,27,54,27,9,0,0,27,45,72,45,27,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,36,54,27,9,0,0,9,18,9,27,18,18,9,18,45,100,63,36,9,18,9,0,0,18,45,100,54,27,18,9,0,9,27,18,27,9,18,27,18,27,9,0,9,27,9,0,0,0,9,27,27,18,27,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(0, 24), (4, 24), (0, 24), (0, 24), (0, 23), (1, 24), (0, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 24, 4, 24, 0, 24, 0, 24, 0, 23, 1, 24, 0, 24]",:24:4-24:24:24:0-23:1-24:24,5,1,TRUE,low,low,low,low,low,low,low,low,low,medium,low,medium,low,low,low,high,high,medium,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,medium,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,medium,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,medium,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,medium,high,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,medium,low,low,low,low,low,low,low,medium,high,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,,"Mount Penn Gravity Railroad:36.00km, William Penn Memorial Fire Tower:38.17km, The Rock:178.33km, Nicholas Stoltzfus Homestead:271.77km, Kelly'S Lock Overlook:311.17km",Medium
"Pinnacle Trail Head, At Access",40.58316,-75.941663,Hamburg,Pennsylvania,4.8,High,4.8,18,31,27,13,31,18,22,22,18,31,36,45,22,36,31,40,18,9,0,9,9,4,13,31,50,36,27,22,0,4,13,4,4,9,13,9,18,13,13,18,9,9,9,18,45,45,50,27,31,18,13,4,45,18,0,4,13,13,13,13,22,31,22,22,18,13,22,18,13,13,4,0,4,22,50,68,13,4,4,13,40,54,59,40,31,22,9,4,0,4,9,18,18,18,4,4,0,0,0,4,4,4,9,9,0,4,0,4,9,27,40,27,18,22,13,13,4,0,0,0,0,0,0,0,13,27,36,18,13,4,4,9,22,45,40,59,54,45,18,9,0,4,18,13,9,0,9,9,9,13,27,13,13,36,59,100,95,95,63,72,63,31,13,13,22,13,18,13,"[(None, None), (None, None), (None, None), (None, None), (None, None), (None, None), (None, None)]","[(0, 24), (0, 24), (0, 23), (0, 24), (3, 21), (4, 24), (0, 24)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 24, 0, 24, 0, 23, 0, 24, 3, 21, 4, 24, 0, 24]",:24:24:0-23:24:3-21:4-24:24,5,1,TRUE,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,medium,low,low,low,low,low,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low,low,low,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,low,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,low,medium,high,high,high,medium,high,medium,low,low,low,low,low,low,low,,"Pulpit Rock:99.82km, The Pinnacle:241.86km, Kernsville Dam Recreational Area:281.57km, Reading Railroad Heritage Museum:299.79km, Dreibelbis Station Covered Bridge:350.21km",High
